system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,coarse_rank,relevance,confidence_x,visible_evidence_x,relevant,confidence_y,visible_evidence_y
gated_highres,river,77,0.5627003908157349,a553364310_US_21,An aerial image. It shows: Natural pond serving as water hazard on golf course.,/data/tessera_dataset/image-emb-text/images6/a553364310_US_21.jpg,-111.56152705,33.244130049999995,44,1,0.94,"The visible water body is broad and enclosed-looking with engineered or impounded banks, resembling a pond or reservoir rather than a river.",False,0.97,"The visible water is an enclosed irregular pond or reservoir, not a continuous river channel."
gated_highres,river,78,0.5627003908157349,a571828790_US_21,An aerial image. It shows: Reservoir.,/data/tessera_dataset/image-emb-text/images5/a571828790_US_21.jpg,-105.88273602521966,46.05301741911603,70,1,0.94,"A large enclosed, irregular water body is visible, but its shape and surrounding dry terrain suggest a pond or reservoir rather than a river.",False,0.98,A large enclosed pale-green pond or lagoon with distinct banks occupies the image.
gated_highres,river,79,0.5627003908157349,a296511817_US_20,An aerial image. It shows: Detention basin with water.,/data/tessera_dataset/image-emb-text/images3/a296511817_US_20.jpg,-95.13171459838404,29.651855346257197,17,1,0.93,"Several broad, still-looking green water bodies surround wooded land; no clear flowing river channel is visible.",False,0.91,"Several irregular enclosed water bodies are visible, separated by land and vegetation; no clear continuous river course is shown."
gated_highres,river,80,0.5627003908157349,a635324117_FI_22,An aerial image. It shows: Serene lake surrounded by nature.,/data/tessera_dataset/image-emb-text/images6/a635324117_FI_22.jpg,31.061441629531217,62.72665894328646,86,1,0.92,"Large dark water body with irregular wooded shoreline, visually resembling a lake rather than a river.",False,0.99,"A dark, enclosed pond or lake edge is visible beside dense trees, without a visible flowing channel."
gated_highres,river,81,0.5627003908157349,w1056339231_US_21,An aerial image. It shows: Culvert tunnel.,/data/tessera_dataset/image-emb-text/images7/w1056339231_US_21.jpg,-82.43808137848956,34.41554987658034,68,1,0.91,Only the edge of a small enclosed water body is visible at the right; no flowing river channel is apparent.,False,0.86,"A road borders fields and vegetation; only a small dark water patch is visible at the upper right, without a clearly identifiable river channel."
gated_highres,river,82,0.5627003908157349,a464070632_US_18,An aerial image. It shows: Park in forested area.,/data/tessera_dataset/image-emb-text/images2/a464070632_US_18.jpg,-90.21467276185616,44.66800583692917,36,1,0.89,"Several enclosed dark-water pools are visible within dense forest, but no continuous river course is apparent.",True,0.78,"A dark, narrow, vegetation-lined watercourse runs vertically through dense trees and widens near the lower portion."
gated_highres,river,83,0.5627003908157349,w257075052_US_22,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images6/w257075052_US_22.jpg,-80.2188129,26.762894,32,1,0.88,"Narrow straight dark channels intersect among residential lots, resembling drainage ditches or canals rather than a river.",True,0.82,"A straight dark water channel is visibly running through the residential area, bordered by vegetation."
gated_highres,river,84,0.5627003908157349,a1167261253_US_17,An aerial image. It shows: Beautiful woodland area.,/data/tessera_dataset/image-emb-text/images6/a1167261253_US_17.jpg,-82.6330099069508,29.407674795994037,57,1,0.86,"Sinuous pale channel or drainage course is visible, but little or no open water can be seen.",True,0.93,A clearly visible winding watercourse with exposed banks curves through grassy land.
gated_highres,river,85,0.5627003908157349,a1092490501_US_19,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images3/a1092490501_US_19.jpg,-95.6326230634981,31.59257231907713,85,1,0.85,"A broad enclosed-looking body of water bordered by fields and trees appears to be a pond or small lake, with no clear river channel.",True,0.98,"A broad dark river is plainly visible, with a curving shoreline and tree-lined banks."
gated_highres,river,86,0.5627003908157349,w1127363031_US_21,An aerial image. It shows: Unclassified road with grade 2 track type.,/data/tessera_dataset/image-emb-text/images4/w1127363031_US_21.jpg,-94.26724361610434,36.29387024768259,78,1,0.63,"A small dark vegetation-lined feature crosses beneath the pale road, but visible water is minimal and ambiguous.",False,0.94,The image shows a pale road through fields and trees; no visible river or water channel is present.
gated_highres,river,87,0.5627003908157349,w555060693_US_20,An aerial image. It shows: Culvert tunnel crossing over canal.,/data/tessera_dataset/image-emb-text/images7/w555060693_US_20.jpg,-106.7216503,34.8079141,96,1,0.62,"A narrow brown linear feature crosses the scene, but it appears more like a road, track, or engineered drainage channel than an unambiguous river.",True,0.82,A narrow straight dark water channel runs diagonally across the image alongside roads and tree rows.
gated_highres,river,88,0.5627003908157349,w1087956683_US_21,An aerial image. It shows: Culvert tunnel.,/data/tessera_dataset/image-emb-text/images5/w1087956683_US_21.jpg,-86.13213129801744,36.39098412316861,71,1,0.61,"A very narrow dark, vegetation-lined feature crosses near the curved road, but visible water is unclear.",True,0.76,"A narrow, winding dark stream is visible through the grass near the road and trees."
gated_highres,river,89,0.5627003908157349,w862125747_US_20,An aerial image. It shows: Service road that includes bridge.,/data/tessera_dataset/image-emb-text/images4/w862125747_US_20.jpg,-84.40745896446674,38.17646083969034,72,1,0.57,"A narrow tree-lined corridor runs through fields and under the road, though no distinct water surface is visible.",True,0.79,A thin dark watercourse follows the road corridor and is visible between the fields and vegetation.
gated_highres,river,90,0.5627003908157349,w1159748225_US_21,An aerial image. It shows: Culvert tunnel.,/data/tessera_dataset/image-emb-text/images6/w1159748225_US_21.jpg,-93.3522882936773,42.06858776206122,26,0,0.99,A pale road runs through grassy and wooded land; no visible water channel is present.,False,0.9,"A road runs through grassy, tree-covered terrain; no distinct visible watercourse is identifiable."
gated_highres,river,91,0.5627003908157349,w15610223_US_20,An aerial image. It shows: Railway spur service.,/data/tessera_dataset/image-emb-text/images4/w15610223_US_20.jpg,-81.93513151260893,37.58837188401485,97,0,0.98,"Roads, buildings, lawns, and dense woodland are visible without any discernible watercourse.",False,0.98,"Rail lines, road, houses, and dense trees are visible; no river is visible."
gated_highres,river,92,0.5627003908157349,a793010886_US_20,An aerial image. It shows: Scenic view of water hazard on golf course. The natural water feature adds beauty to the landscape.,/data/tessera_dataset/image-emb-text/images6/a793010886_US_20.jpg,-83.04066580423188,42.82983577101763,45,0,0.97,An enclosed elongated pond or wetland sits beside roads and houses; no flowing river channel is visible.,False,0.92,"A long enclosed-looking water/vegetation feature and landscaped grounds are visible, but no identifiable river channel is visible."
gated_highres,river,93,0.5627003908157349,a1086570907_US_21,An aerial image. It shows: Serene pond surrounded by nature.,/data/tessera_dataset/image-emb-text/images3/a1086570907_US_21.jpg,-86.57582337084835,32.807226272503605,47,0,0.96,A small enclosed muddy pond is visible in scrubland with no continuous channel.,False,0.98,Wooded terrain and a small pond-like water area are visible; no river is visible.
gated_highres,river,94,0.5627003908157349,w1059370032_US_21,An aerial image. It shows: Railway track.,/data/tessera_dataset/image-emb-text/images2/w1059370032_US_21.jpg,-114.0307111,35.1921691,90,0,0.96,Dry desert terrain crossed by a paved linear roadway; no visible water or river channel.,False,0.99,A paved linear road or rail corridor crosses dry scrubland; no river is visible.
gated_highres,river,95,0.5627003908157349,w757112459_US_20,An aerial image. It shows: Covered driveway bridge.,/data/tessera_dataset/image-emb-text/images4/w757112459_US_20.jpg,-81.47277423703571,36.20462729178474,95,0,0.96,"Visible scene is dominated by fields, woodland, buildings, and roads; no identifiable river is present.",False,0.9,"Fields, roads, trees, and buildings are visible. A narrow crossing feature is present, but no clearly identifiable river is visible."
gated_highres,river,96,0.5627003908157349,n9874192085_CH_19,An aerial image. It shows: Weir along the waterway.,/data/tessera_dataset/image-emb-text/images7/n9874192085_CH_19.jpg,9.528596389122487,46.332943818078405,38,0,0.95,Close aerial view of a small engineered structure and disturbed water; no identifiable river channel is visible.,True,0.86,"Visible water occupies the left side beside a concrete or stone crossing structure, consistent with a river channel."
gated_highres,river,97,0.5627003908157349,w442587366_US_21,An aerial image. It shows: Oxbow waterway.,/data/tessera_dataset/image-emb-text/images2/w442587366_US_21.jpg,-103.55971940071755,48.094624220508734,77,0,0.92,A pale linear road or track crosses dense vegetation; no visible water surface or river channel is apparent.,True,0.72,A narrow continuous dark-green water channel runs parallel to a light-colored path or road through vegetation.
gated_highres,river,98,0.5627003908157349,w24562680_US_18,An aerial image. It shows: Path crossing bridge with blue marked trail.,/data/tessera_dataset/image-emb-text/images2/w24562680_US_18.jpg,-88.1857907,43.5770053,64,0,0.88,Dense vegetation dominates the image; no clearly visible watercourse is identifiable.,False,0.96,Dense vegetation and shadowed ground are visible; no discernible river channel or open water is visible.
gated_highres,river,99,0.5627003908157349,w896707145_US_21,An aerial image. It shows: Residential driveway used as service road.,/data/tessera_dataset/image-emb-text/images5/w896707145_US_21.jpg,-72.09503036083449,41.616476309492754,82,0,0.88,Wooded land with paths and small buildings; no visible watercourse.,False,0.93,"Wooded residential terrain, a road, and small structures are visible; no river is clearly visible."
gated_highres,river,100,0.5627003908157349,w51398794_US_21,An aerial image. It shows: Residential road with bridge.,/data/tessera_dataset/image-emb-text/images7/w51398794_US_21.jpg,-97.9878173618755,37.86845206508072,75,0,0.87,"Fields, trees, and a straight road or track are visible; no recognizable water channel appears.",False,0.85,"A road crosses fields and a narrow vegetated drainage-like strip, but no clearly identifiable river is visible."
